year,sex,name,n,prop
1979,F,Staci,797,4.6253e-4
1979,F,Sheri,756,4.3874e-4
1979,F,Christi,692,4.0159e-4
1979,F,Joni,660,3.8302e-4
1979,F,Tami,651,3.778e-4
1979,F,Bobbi,605,3.511e-4
1979,F,Mandi,580,3.366e-4
1979,F,Randi,531,3.0816e-4
1979,F,Teri,482,2.7972e-4
1979,F,Cheri,454,2.6347e-4
1979,F,Misti,452,2.6231e-4
1979,F,Vicki,428,2.4838e-4
1979,F,Marci,400,2.3214e-4
1979,F,Shari,384,2.2285e-4
1979,F,Wendi,374,2.1705e-4
1979,F,Tiffani,370,2.1473e-4
1979,F,Cari,347,2.0138e-4
1979,F,Tori,345,2.0022e-4
1979,F,Cori,333,1.9325e-4
1979,F,Araceli,328,1.9035e-4
1979,F,Bambi,327,1.8977e-4
1979,F,Mindi,315,1.8281e-4
1979,F,Kami,294,1.7062e-4
1979,F,Noemi,293,1.7004e-4
1979,F,Ami,283,1.6424e-4
1979,F,Holli,266,1.5437e-4
1979,F,Jeri,262,1.5205e-4
1979,F,Candi,245,1.4218e-4
1979,F,Tammi,232,1.3464e-4
1979,F,Darci,218,1.2651e-4
1979,F,Kori,217,1.2593e-4
1979,F,Eboni,199,1.1549e-4
1979,F,Keli,190,1.1026e-4
1979,F,Sandi,190,1.1026e-4
1979,F,Jerri,187,1.0852e-4
1979,F,Niki,183,1.062e-4
1979,F,Mari,181,1.0504e-4
1979,F,Ashanti,175,1.0156e-4
1979,F,Jenni,166,9.634e-5
1979,F,Leilani,153,8.879e-5
1979,F,Kandi,152,8.821e-5
1979,F,Nicki,151,8.763e-5
1979,F,Rikki,147,8.531e-5
1979,F,Loni,145,8.415e-5
1979,F,Kaci,143,8.299e-5
1979,F,Lani,143,8.299e-5
1979,F,Mitzi,143,8.299e-5
1979,F,Shani,143,8.299e-5
1979,F,Jessi,134,7.777e-5
1979,F,Karri,125,7.254e-5
1979,F,Shelli,123,7.138e-5
1979,F,Joi,119,6.906e-5
1979,F,Kati,119,6.906e-5
1979,F,Laci,112,6.5e-5
1979,F,Juli,105,6.094e-5
1979,F,Cami,102,5.919e-5
1979,F,Stefani,102,5.919e-5
1979,F,Lauri,95,5.513e-5
1979,F,Jeni,94,5.455e-5
1979,F,Marni,91,5.281e-5
1979,F,Enjoli,90,5.223e-5
1979,F,Patti,90,5.223e-5
1979,F,Carri,89,5.165e-5
1979,F,Cindi,89,5.165e-5
1979,F,Dori,89,5.165e-5
1979,F,Stephani,88,5.107e-5
1979,F,Geri,83,4.817e-5
1979,F,Ali,82,4.759e-5
1979,F,Cristi,81,4.701e-5
1979,F,Lesli,79,4.585e-5
1979,F,Kasi,76,4.411e-5
1979,F,Sarai,74,4.295e-5
1979,F,Carli,71,4.12e-5
1979,F,Roni,69,4.004e-5
1979,F,Dusti,68,3.946e-5
1979,F,Lorelei,68,3.946e-5
1979,F,Kimberli,65,3.772e-5
1979,F,Mikki,64,3.714e-5
1979,F,Torri,62,3.598e-5
1979,F,Dani,61,3.54e-5
1979,F,Jaimi,61,3.54e-5
1979,F,Lyndi,61,3.54e-5
1979,F,Cassi,60,3.482e-5
1979,F,Tomi,58,3.366e-5
1979,F,Karli,57,3.308e-5
1979,F,Codi,56,3.25e-5
1979,F,Hiedi,56,3.25e-5
1979,F,Kai,56,3.25e-5
1979,F,Lorri,56,3.25e-5
1979,F,Sari,55,3.192e-5
1979,F,Marti,54,3.134e-5
1979,F,Nanci,54,3.134e-5
1979,F,Kali,53,3.076e-5
1979,F,Ricki,53,3.076e-5
1979,F,Shanti,53,3.076e-5
1979,F,Ashli,52,3.018e-5
1979,F,Cherri,51,2.96e-5
1979,F,Melani,50,2.902e-5
1979,F,Jacki,49,2.844e-5
1979,F,Mai,49,2.844e-5
1979,F,Anjali,48,2.786e-5
1979,F,Eleni,48,2.786e-5
1979,F,Mimi,47,2.728e-5
1979,F,Tai,47,2.728e-5
1979,F,Toi,47,2.728e-5
1979,F,Sunni,46,2.67e-5
1979,F,Vikki,46,2.67e-5
1979,F,Micki,44,2.553e-5
1979,F,Billi,43,2.495e-5
1979,F,Rani,43,2.495e-5
1979,F,Andi,42,2.437e-5
1979,F,Casi,42,2.437e-5
1979,F,Gerri,42,2.437e-5
1979,F,Kathi,40,2.321e-5
1979,F,Ronni,40,2.321e-5
1979,F,Becki,39,2.263e-5
1979,F,Cyndi,39,2.263e-5
1979,F,Kodi,39,2.263e-5
1979,F,Shandi,39,2.263e-5
1979,F,Tiffini,38,2.205e-5
1979,F,Jaymi,37,2.147e-5
1979,F,Kelsi,37,2.147e-5
1979,F,Lindi,37,2.147e-5
1979,F,Araseli,36,2.089e-5
1979,F,Brittani,36,2.089e-5
1979,F,Miki,36,2.089e-5
1979,F,Nohemi,34,1.973e-5
1979,F,Abbi,33,1.915e-5
1979,F,Robbi,33,1.915e-5
1979,F,Rubi,33,1.915e-5
1979,F,Bobi,32,1.857e-5
1979,F,Mendi,32,1.857e-5
1979,F,Meri,32,1.857e-5
1979,F,Tobi,32,1.857e-5
1979,F,Imani,31,1.799e-5
1979,F,Riki,31,1.799e-5
1979,F,Tifani,31,1.799e-5
1979,F,Jaci,30,1.741e-5
1979,F,Magali,30,1.741e-5
1979,F,Jori,29,1.683e-5
1979,F,Krysti,29,1.683e-5
1979,F,Tawni,29,1.683e-5
1979,F,Melodi,28,1.625e-5
1979,F,Tommi,28,1.625e-5
1979,F,Trudi,28,1.625e-5
1979,F,Windi,28,1.625e-5
1979,F,Nefertiti,27,1.567e-5
1979,F,Penni,27,1.567e-5
1979,F,Stormi,27,1.567e-5
1979,F,Vasiliki,27,1.567e-5
1979,F,Janai,26,1.509e-5
1979,F,Judi,26,1.509e-5
1979,F,Merri,26,1.509e-5
1979,F,Neomi,26,1.509e-5
1979,F,Bari,25,1.451e-5
1979,F,Chari,25,1.451e-5
1979,F,Jani,25,1.451e-5
1979,F,Lexi,25,1.451e-5
1979,F,Lili,25,1.451e-5
1979,F,Mysti,25,1.451e-5
1979,F,Shalini,25,1.451e-5
1979,F,Tari,25,1.451e-5
1979,F,Valeri,25,1.451e-5
1979,F,Vashti,25,1.451e-5
1979,F,Amii,24,1.393e-5
1979,F,Bonni,24,1.393e-5
1979,F,Ricci,24,1.393e-5
1979,F,Tandi,24,1.393e-5
1979,F,Tangi,24,1.393e-5
1979,F,Barbi,23,1.335e-5
1979,F,Chelsi,23,1.335e-5
1979,F,Gigi,23,1.335e-5
1979,F,Krissi,23,1.335e-5
1979,F,Aubri,22,1.277e-5
1979,F,Cathi,22,1.277e-5
1979,F,Charli,22,1.277e-5
1979,F,Chianti,22,1.277e-5
1979,F,Corri,22,1.277e-5
1979,F,Kassi,22,1.277e-5
1979,F,Luci,22,1.277e-5
1979,F,Shelbi,22,1.277e-5
1979,F,Bethani,21,1.219e-5
1979,F,Britni,21,1.219e-5
1979,F,Jacqui,21,1.219e-5
1979,F,Kiki,21,1.219e-5
1979,F,Sami,21,1.219e-5
1979,F,Debbi,20,1.161e-5
1979,F,Hali,20,1.161e-5
1979,F,Kortni,20,1.161e-5
1979,F,Destini,19,1.103e-5
1979,F,Jenai,19,1.103e-5
1979,F,Kaili,19,1.103e-5
1979,F,Kimi,19,1.103e-5
1979,F,Noelani,19,1.103e-5
1979,F,Rusti,19,1.103e-5
1979,F,Sammi,19,1.103e-5
1979,F,Siri,19,1.103e-5
1979,F,Tani,19,1.103e-5
1979,F,Angi,18,1.045e-5
1979,F,Cortni,18,1.045e-5
1979,F,Courtni,18,1.045e-5
1979,F,Kalli,18,1.045e-5
1979,F,Kateri,18,1.045e-5
1979,F,Kendi,18,1.045e-5
1979,F,Kesi,18,1.045e-5
1979,F,Mei,18,1.045e-5
1979,F,Suzi,18,1.045e-5
1979,F,Ani,17,9.87e-6
1979,F,Cali,17,9.87e-6
1979,F,Debi,17,9.87e-6
1979,F,Keeli,17,9.87e-6
1979,F,Kyli,17,9.87e-6
1979,F,Molli,17,9.87e-6
1979,F,Noami,17,9.87e-6
1979,F,Scotti,17,9.87e-6
1979,F,Steffani,17,9.87e-6
1979,F,Capri,16,9.29e-6
1979,F,Domini,16,9.29e-6
1979,F,Kirsti,16,9.29e-6
1979,F,Lyndsi,16,9.29e-6
1979,F,Sonali,16,9.29e-6
1979,F,Tanji,16,9.29e-6
1979,F,Vi,16,9.29e-6
1979,F,Alexi,15,8.71e-6
1979,F,Amani,15,8.71e-6
1979,F,Areli,15,8.71e-6
1979,F,Calli,15,8.71e-6
1979,F,Didi,15,8.71e-6
1979,F,Doni,15,8.71e-6
1979,F,Hilari,15,8.71e-6
1979,F,Jimi,15,8.71e-6
1979,F,Krisi,15,8.71e-6
1979,F,Lindsi,15,8.71e-6
1979,F,Nalani,15,8.71e-6
1979,F,Priti,15,8.71e-6
1979,F,Rami,15,8.71e-6
1979,F,Sindi,15,8.71e-6
1979,F,Suni,15,8.71e-6
1979,F,Aarti,14,8.12e-6
1979,F,Danni,14,8.12e-6
1979,F,Devi,14,8.12e-6
1979,F,Dyani,14,8.12e-6
1979,F,Jonni,14,8.12e-6
1979,F,Maxi,14,8.12e-6
1979,F,Natali,14,8.12e-6
1979,F,Stevi,14,8.12e-6
1979,F,Ashlei,13,7.54e-6
1979,F,Avani,13,7.54e-6
1979,F,Bradi,13,7.54e-6
1979,F,Brittni,13,7.54e-6
1979,F,Cammi,13,7.54e-6
1979,F,Ekaterini,13,7.54e-6
1979,F,Emili,13,7.54e-6
1979,F,Fotini,13,7.54e-6
1979,F,Franki,13,7.54e-6
1979,F,Januari,13,7.54e-6
1979,F,Levi,13,7.54e-6
1979,F,Lynsi,13,7.54e-6
1979,F,Ngozi,13,7.54e-6
1979,F,Robi,13,7.54e-6
1979,F,Swati,13,7.54e-6
1979,F,Tali,13,7.54e-6
1979,F,Wyndi,13,7.54e-6
1979,F,Deseri,12,6.96e-6
1979,F,Dodi,12,6.96e-6
1979,F,Emi,12,6.96e-6
1979,F,Jammi,12,6.96e-6
1979,F,Jesi,12,6.96e-6
1979,F,Joli,12,6.96e-6
1979,F,Jyoti,12,6.96e-6
1979,F,Kizzi,12,6.96e-6
1979,F,Lei,12,6.96e-6
1979,F,Linzi,12,6.96e-6
1979,F,Mardi,12,6.96e-6
1979,F,Peri,12,6.96e-6
1979,F,Rondi,12,6.96e-6
1979,F,Sheli,12,6.96e-6
1979,F,Yuki,12,6.96e-6
1979,F,Yumi,12,6.96e-6
1979,F,Ari,11,6.38e-6
1979,F,Audri,11,6.38e-6
1979,F,Chanti,11,6.38e-6
1979,F,Chariti,11,6.38e-6
1979,F,Chi,11,6.38e-6
1979,F,Conni,11,6.38e-6
1979,F,Darbi,11,6.38e-6
1979,F,Haunani,11,6.38e-6
1979,F,Jai,11,6.38e-6
1979,F,Joani,11,6.38e-6
1979,F,Kymberli,11,6.38e-6
1979,F,Lari,11,6.38e-6
1979,F,Mahealani,11,6.38e-6
1979,F,Meloni,11,6.38e-6
1979,F,Mi,11,6.38e-6
1979,F,Niomi,11,6.38e-6
1979,F,Perri,11,6.38e-6
1979,F,Rakhi,11,6.38e-6
1979,F,Roshni,11,6.38e-6
1979,F,Shivani,11,6.38e-6
1979,F,Tambi,11,6.38e-6
1979,F,Teddi,11,6.38e-6
1979,F,Tiki,11,6.38e-6
1979,F,Trini,11,6.38e-6
1979,F,Tulani,11,6.38e-6
1979,F,Angeli,10,5.8e-6
1979,F,Anjuli,10,5.8e-6
1979,F,Ashaki,10,5.8e-6
1979,F,Averi,10,5.8e-6
1979,F,Chani,10,5.8e-6
1979,F,Chrissi,10,5.8e-6
1979,F,Deni,10,5.8e-6
1979,F,Gari,10,5.8e-6
1979,F,Harmoni,10,5.8e-6
1979,F,Hillari,10,5.8e-6
1979,F,Jeani,10,5.8e-6
1979,F,Jimmi,10,5.8e-6
1979,F,Kalani,10,5.8e-6
1979,F,Kammi,10,5.8e-6
1979,F,Kanani,10,5.8e-6
1979,F,Kiyomi,10,5.8e-6
1979,F,Myndi,10,5.8e-6
1979,F,Njeri,10,5.8e-6
1979,F,Nkechi,10,5.8e-6
1979,F,Noni,10,5.8e-6
1979,F,Rohini,10,5.8e-6
1979,F,Aditi,9,5.22e-6
1979,F,Anjoli,9,5.22e-6
1979,F,Britani,9,5.22e-6
1979,F,Buffi,9,5.22e-6
1979,F,Chasiti,9,5.22e-6
1979,F,Damari,9,5.22e-6
1979,F,Davi,9,5.22e-6
1979,F,Desi,9,5.22e-6
1979,F,Jacci,9,5.22e-6
1979,F,Jayci,9,5.22e-6
1979,F,Ji,9,5.22e-6
1979,F,Johnni,9,5.22e-6
1979,F,Kamari,9,5.22e-6
1979,F,Katti,9,5.22e-6
1979,F,Kayci,9,5.22e-6
1979,F,Korri,9,5.22e-6
1979,F,Latoi,9,5.22e-6
1979,F,Li,9,5.22e-6
1979,F,Maggi,9,5.22e-6
1979,F,Merari,9,5.22e-6
1979,F,Midori,9,5.22e-6
1979,F,Nicci,9,5.22e-6
1979,F,Nidhi,9,5.22e-6
1979,F,Nori,9,5.22e-6
1979,F,Purvi,9,5.22e-6
1979,F,Rajeeni,9,5.22e-6
1979,F,Rashmi,9,5.22e-6
1979,F,Remi,9,5.22e-6
1979,F,Shiri,9,5.22e-6
1979,F,Syndi,9,5.22e-6
1979,F,Vani,9,5.22e-6
1979,F,Arti,8,4.64e-6
1979,F,Azizi,8,4.64e-6
1979,F,Brendi,8,4.64e-6
1979,F,Cassidi,8,4.64e-6
1979,F,Chandi,8,4.64e-6
1979,F,Dari,8,4.64e-6
1979,F,Eri,8,4.64e-6
1979,F,Gauri,8,4.64e-6
1979,F,Geni,8,4.64e-6
1979,F,Iwalani,8,4.64e-6
1979,F,Jandi,8,4.64e-6
1979,F,Jendayi,8,4.64e-6
1979,F,Josi,8,4.64e-6
1979,F,Kamali,8,4.64e-6
1979,F,Kaysi,8,4.64e-6
1979,F,Kehaulani,8,4.64e-6
1979,F,Keni,8,4.64e-6
1979,F,Khristi,8,4.64e-6
1979,F,Kjersti,8,4.64e-6
1979,F,Lakshmi,8,4.64e-6
1979,F,Leiloni,8,4.64e-6
1979,F,Lonni,8,4.64e-6
1979,F,Lymari,8,4.64e-6
1979,F,Maci,8,4.64e-6
1979,F,Marli,8,4.64e-6
1979,F,Nataki,8,4.64e-6
1979,F,Niambi,8,4.64e-6
1979,F,Oni,8,4.64e-6
1979,F,Paraskevi,8,4.64e-6
1979,F,Rori,8,4.64e-6
1979,F,Sharai,8,4.64e-6
1979,F,Shruti,8,4.64e-6
1979,F,Tifini,8,4.64e-6
1979,F,Timi,8,4.64e-6
1979,F,Viki,8,4.64e-6
1979,F,Wai,8,4.64e-6
1979,F,Yeni,8,4.64e-6
1979,F,Addi,7,4.06e-6
1979,F,Ai,7,4.06e-6
1979,F,Akemi,7,4.06e-6
1979,F,Anacani,7,4.06e-6
1979,F,Ashaunti,7,4.06e-6
1979,F,Bandi,7,4.06e-6
1979,F,Bibi,7,4.06e-6
1979,F,Brandii,7,4.06e-6
1979,F,Breezi,7,4.06e-6
1979,F,Bri,7,4.06e-6
1979,F,Damali,7,4.06e-6
1979,F,Dondi,7,4.06e-6
1979,F,Donni,7,4.06e-6
1979,F,Esi,7,4.06e-6
1979,F,Fani,7,4.06e-6
1979,F,Genni,7,4.06e-6
1979,F,Gini,7,4.06e-6
1979,F,Giovanni,7,4.06e-6
1979,F,Jakki,7,4.06e-6
1979,F,Kenni,7,4.06e-6
1979,F,Kimmi,7,4.06e-6
1979,F,Kiriaki,7,4.06e-6
1979,F,Laini,7,4.06e-6
1979,F,Lashanti,7,4.06e-6
1979,F,Leni,7,4.06e-6
1979,F,Lilli,7,4.06e-6
1979,F,Maki,7,4.06e-6
1979,F,Mauri,7,4.06e-6
1979,F,Mayumi,7,4.06e-6
1979,F,Megumi,7,4.06e-6
1979,F,Miyoshi,7,4.06e-6
1979,F,Nani,7,4.06e-6
1979,F,Nhi,7,4.06e-6
1979,F,Onekki,7,4.06e-6
1979,F,Preeti,7,4.06e-6
1979,F,Rajni,7,4.06e-6
1979,F,Reni,7,4.06e-6
1979,F,Rindi,7,4.06e-6
1979,F,Ruchi,7,4.06e-6
1979,F,Shadi,7,4.06e-6
1979,F,Shanai,7,4.06e-6
1979,F,Shoni,7,4.06e-6
1979,F,Simi,7,4.06e-6
1979,F,Sonji,7,4.06e-6
1979,F,Stori,7,4.06e-6
1979,F,Sundi,7,4.06e-6
1979,F,Tameki,7,4.06e-6
1979,F,Abeni,6,3.48e-6
1979,F,Abi,6,3.48e-6
1979,F,Ajani,6,3.48e-6
1979,F,Anahi,6,3.48e-6
1979,F,Anni,6,3.48e-6
1979,F,Barri,6,3.48e-6
1979,F,Chanci,6,3.48e-6
1979,F,Denai,6,3.48e-6
1979,F,Elleni,6,3.48e-6
1979,F,Indi,6,3.48e-6
1979,F,Jini,6,3.48e-6
1979,F,Johari,6,3.48e-6
1979,F,Kadi,6,3.48e-6
1979,F,Kafi,6,3.48e-6
1979,F,Kaliopi,6,3.48e-6
1979,F,Kanoelani,6,3.48e-6
1979,F,Kaori,6,3.48e-6
1979,F,Kei,6,3.48e-6
1979,F,Keshi,6,3.48e-6
1979,F,Kitzi,6,3.48e-6
1979,F,Koni,6,3.48e-6
1979,F,Launi,6,3.48e-6
1979,F,Leimomi,6,3.48e-6
1979,F,Lelani,6,3.48e-6
1979,F,Lokelani,6,3.48e-6
1979,F,Makini,6,3.48e-6
1979,F,Marianthi,6,3.48e-6
1979,F,Marri,6,3.48e-6
1979,F,Myoshi,6,3.48e-6
1979,F,Nalini,6,3.48e-6
1979,F,Nayeli,6,3.48e-6
1979,F,Nefertari,6,3.48e-6
1979,F,Niaomi,6,3.48e-6
1979,F,Nickki,6,3.48e-6
1979,F,Nikkii,6,3.48e-6
1979,F,Niti,6,3.48e-6
1979,F,Nizhoni,6,3.48e-6
1979,F,Pepsi,6,3.48e-6
1979,F,Raemi,6,3.48e-6
1979,F,Shantai,6,3.48e-6
1979,F,Sharri,6,3.48e-6
1979,F,Shaunti,6,3.48e-6
1979,F,Shefali,6,3.48e-6
1979,F,Shi,6,3.48e-6
1979,F,Sonni,6,3.48e-6
1979,F,Tarri,6,3.48e-6
1979,F,Tessi,6,3.48e-6
1979,F,Thi,6,3.48e-6
1979,F,Tonni,6,3.48e-6
1979,F,Uilani,6,3.48e-6
1979,F,Vaishali,6,3.48e-6
1979,F,Valari,6,3.48e-6
1979,F,Zuri,6,3.48e-6
1979,F,Adi,5,2.9e-6
1979,F,Aki,5,2.9e-6
1979,F,Aracelli,5,2.9e-6
1979,F,Arati,5,2.9e-6
1979,F,Areti,5,2.9e-6
1979,F,Avi,5,2.9e-6
1979,F,Avni,5,2.9e-6
1979,F,Cambi,5,2.9e-6
1979,F,Ciani,5,2.9e-6
1979,F,Citlali,5,2.9e-6
1979,F,Coni,5,2.9e-6
1979,F,Coti,5,2.9e-6
1979,F,Cydni,5,2.9e-6
1979,F,Daysi,5,2.9e-6
1979,F,Devri,5,2.9e-6
1979,F,Dolli,5,2.9e-6
1979,F,Femi,5,2.9e-6
1979,F,Folami,5,2.9e-6
1979,F,Jadi,5,2.9e-6
1979,F,Janci,5,2.9e-6
1979,F,Jari,5,2.9e-6
1979,F,Joei,5,2.9e-6
1979,F,Johni,5,2.9e-6
1979,F,Kalliopi,5,2.9e-6
1979,F,Kapri,5,2.9e-6
1979,F,Kaydi,5,2.9e-6
1979,F,Kayti,5,2.9e-6
1979,F,Kemi,5,2.9e-6
1979,F,Kheli,5,2.9e-6
1979,F,Kibibi,5,2.9e-6
1979,F,Kimari,5,2.9e-6
1979,F,Kobi,5,2.9e-6
1979,F,Kourtni,5,2.9e-6
1979,F,Kyriaki,5,2.9e-6
1979,F,Lailani,5,2.9e-6
1979,F,Lanai,5,2.9e-6
1979,F,Landi,5,2.9e-6
1979,F,Latori,5,2.9e-6
1979,F,Linnzi,5,2.9e-6
1979,F,Loreli,5,2.9e-6
1979,F,Madai,5,2.9e-6
1979,F,Malini,5,2.9e-6
1979,F,Mckenzi,5,2.9e-6
1979,F,Merci,5,2.9e-6
1979,F,Milini,5,2.9e-6
1979,F,Missi,5,2.9e-6
1979,F,Naiomi,5,2.9e-6
1979,F,Nelli,5,2.9e-6
1979,F,Nicoli,5,2.9e-6
1979,F,Nili,5,2.9e-6
1979,F,Nohelani,5,2.9e-6
1979,F,Nsombi,5,2.9e-6
1979,F,Olubunmi,5,2.9e-6
1979,F,Omari,5,2.9e-6
1979,F,Pallavi,5,2.9e-6
1979,F,Puanani,5,2.9e-6
1979,F,Rhondi,5,2.9e-6
1979,F,Romi,5,2.9e-6
1979,F,Rosi,5,2.9e-6
1979,F,Sadi,5,2.9e-6
1979,F,Savitri,5,2.9e-6
1979,F,Sayuri,5,2.9e-6
1979,F,Shanthi,5,2.9e-6
1979,F,Sharli,5,2.9e-6
1979,F,Shauni,5,2.9e-6
1979,F,Soyini,5,2.9e-6
1979,F,Stepheni,5,2.9e-6
1979,F,Sukari,5,2.9e-6
1979,F,Sulai,5,2.9e-6
1979,F,Taci,5,2.9e-6
1979,F,Tamiki,5,2.9e-6
1979,F,Tashi,5,2.9e-6
1979,F,Tauni,5,2.9e-6
1979,F,Thembi,5,2.9e-6
1979,F,Timmi,5,2.9e-6
1979,F,Tiphani,5,2.9e-6
1979,F,Yuri,5,2.9e-6
1979,M,Levi,963,5.3744e-4
1979,M,Eli,497,2.7737e-4
1979,M,Ali,315,1.758e-4
1979,M,Giovanni,185,1.0325e-4
1979,M,Ari,156,8.706e-5
1979,M,Jabari,113,6.306e-5
1979,M,Kai,86,4.8e-5
1979,M,Kenji,84,4.688e-5
1979,M,Jelani,66,3.683e-5
1979,M,Desi,64,3.572e-5
1979,M,Malachi,62,3.46e-5
1979,M,Luigi,60,3.349e-5
1979,M,Omari,60,3.349e-5
1979,M,Jeremi,59,3.293e-5
1979,M,Kodi,59,3.293e-5
1979,M,Dimitri,53,2.958e-5
1979,M,Ravi,51,2.846e-5
1979,M,Jai,42,2.344e-5
1979,M,Benji,41,2.288e-5
1979,M,Mordechai,41,2.288e-5
1979,M,Ashanti,40,2.232e-5
1979,M,Jami,36,2.009e-5
1979,M,Tai,36,2.009e-5
1979,M,Henri,35,1.953e-5
1979,M,Cori,34,1.898e-5
1979,M,Jimi,32,1.786e-5
1979,M,Kori,32,1.786e-5
1979,M,Tori,32,1.786e-5
1979,M,Avi,31,1.73e-5
1979,M,Demetri,31,1.73e-5
1979,M,Neftali,31,1.73e-5
1979,M,Nikolai,28,1.563e-5
1979,M,Rami,28,1.563e-5
1979,M,Rishi,28,1.563e-5
1979,M,Shomari,28,1.563e-5
1979,M,Brandi,27,1.507e-5
1979,M,Gianni,27,1.507e-5
1979,M,Yuri,26,1.451e-5
1979,M,Keoni,25,1.395e-5
1979,M,Uri,25,1.395e-5
1979,M,Antoni,23,1.284e-5
1979,M,Hai,22,1.228e-5
1979,M,Hasani,22,1.228e-5
1979,M,Heidi,22,1.228e-5
1979,M,Ricki,22,1.228e-5
1979,M,Alexi,20,1.116e-5
1979,M,Andrei,20,1.116e-5
1979,M,Jessi,20,1.116e-5
1979,M,Kimani,20,1.116e-5
1979,M,Kwasi,20,1.116e-5
1979,M,Sami,20,1.116e-5
1979,M,Thai,20,1.116e-5
1979,M,Jodi,19,1.06e-5
1979,M,Kali,19,1.06e-5
1979,M,Kari,19,1.06e-5
1979,M,Mehdi,19,1.06e-5
1979,M,Bakari,18,1.005e-5
1979,M,Jerami,18,1.005e-5
1979,M,Wali,18,1.005e-5
1979,M,Kofi,17,9.49e-6
1979,M,Naftali,17,9.49e-6
1979,M,Randi,17,9.49e-6
1979,M,Terri,17,9.49e-6
1979,M,Imani,16,8.93e-6
1979,M,Isai,16,8.93e-6
1979,M,Rikki,16,8.93e-6
1979,M,Zvi,16,8.93e-6
1979,M,Ajani,15,8.37e-6
1979,M,Dmitri,15,8.37e-6
1979,M,Gyasi,15,8.37e-6
1979,M,Keri,15,8.37e-6
1979,M,Khari,15,8.37e-6
1979,M,Rudi,15,8.37e-6
1979,M,Rui,15,8.37e-6
1979,M,Hodari,14,7.81e-6
1979,M,Kalani,14,7.81e-6
1979,M,Keoki,14,7.81e-6
1979,M,Lori,14,7.81e-6
1979,M,Ricci,14,7.81e-6
1979,M,Shadi,14,7.81e-6
1979,M,Tzvi,14,7.81e-6
1979,M,Nnamdi,13,7.26e-6
1979,M,Rashi,13,7.26e-6
1979,M,Taji,13,7.26e-6
1979,M,Toni,13,7.26e-6
1979,M,Torri,13,7.26e-6
1979,M,Tri,13,7.26e-6
1979,M,Zaki,13,7.26e-6
1979,M,Akili,12,6.7e-6
1979,M,Kelii,12,6.7e-6
1979,M,Kerri,12,6.7e-6
1979,M,Nikki,12,6.7e-6
1979,M,Roni,12,6.7e-6
1979,M,Tabari,12,6.7e-6
1979,M,Giovani,11,6.14e-6
1979,M,Jacobi,11,6.14e-6
1979,M,Kawaski,11,6.14e-6
1979,M,Kelli,11,6.14e-6
1979,M,Kwesi,11,6.14e-6
1979,M,Nephi,11,6.14e-6
1979,M,Rashidi,11,6.14e-6
1979,M,Atari,10,5.58e-6
1979,M,Dakarai,10,5.58e-6
1979,M,Jafari,10,5.58e-6
1979,M,Olufemi,10,5.58e-6
1979,M,Osei,10,5.58e-6
1979,M,Phi,10,5.58e-6
1979,M,Raffi,10,5.58e-6
1979,M,Tobi,10,5.58e-6
1979,M,Traci,10,5.58e-6
1979,M,Zuri,10,5.58e-6
1979,M,Jahi,9,5.02e-6
1979,M,Jakari,9,5.02e-6
1979,M,Kei,9,5.02e-6
1979,M,Kristi,9,5.02e-6
1979,M,Leroi,9,5.02e-6
1979,M,Niki,9,5.02e-6
1979,M,Rossi,9,5.02e-6
1979,M,Santini,9,5.02e-6
1979,M,Zachari,9,5.02e-6
1979,M,Aki,8,4.46e-6
1979,M,Alexei,8,4.46e-6
1979,M,Alhaji,8,4.46e-6
1979,M,Bobbi,8,4.46e-6
1979,M,Chi,8,4.46e-6
1979,M,Demitri,8,4.46e-6
1979,M,Fadi,8,4.46e-6
1979,M,Geovanni,8,4.46e-6
1979,M,Hari,8,4.46e-6
1979,M,Jamari,8,4.46e-6
1979,M,Jerimi,8,4.46e-6
1979,M,Jibri,8,4.46e-6
1979,M,Kiyoshi,8,4.46e-6
1979,M,Naphtali,8,4.46e-6
1979,M,Ori,8,4.46e-6
1979,M,Rafi,8,4.46e-6
1979,M,Remi,8,4.46e-6
1979,M,Robbi,8,4.46e-6
1979,M,Seiji,8,4.46e-6
1979,M,Wai,8,4.46e-6
1979,M,Abasi,7,3.91e-6
1979,M,Cari,7,3.91e-6
1979,M,Codi,7,3.91e-6
1979,M,Damani,7,3.91e-6
1979,M,Dani,7,3.91e-6
1979,M,Ishi,7,3.91e-6
1979,M,Joni,7,3.91e-6
1979,M,Khalfani,7,3.91e-6
1979,M,Masaki,7,3.91e-6
1979,M,Moroni,7,3.91e-6
1979,M,Mosi,7,3.91e-6
1979,M,Naftoli,7,3.91e-6
1979,M,Nicki,7,3.91e-6
1979,M,Nicolai,7,3.91e-6
1979,M,Oluseyi,7,3.91e-6
1979,M,Rani,7,3.91e-6
1979,M,Shai,7,3.91e-6
1979,M,Shamari,7,3.91e-6
1979,M,Trini,7,3.91e-6
1979,M,Adlai,6,3.35e-6
1979,M,Andi,6,3.35e-6
1979,M,Anthoni,6,3.35e-6
1979,M,Cali,6,3.35e-6
1979,M,Dantoni,6,3.35e-6
1979,M,Dezi,6,3.35e-6
1979,M,Donti,6,3.35e-6
1979,M,Faraji,6,3.35e-6
1979,M,Hideki,6,3.35e-6
1979,M,Kamali,6,3.35e-6
1979,M,Kelechi,6,3.35e-6
